lastUpdated,title,url
"[<Selector query='//li[@id=""footer-info-lastmod""]/text()' data=' This page was last edited on 17 Dece...'>, <Selector query='//li[@id=""footer-info-lastmod""]/text()' data='.'>]",,https://en.wikipedia.org/wiki/List_of_Honda_assembly_plants
"[<Selector query='//li[@id=""footer-info-lastmod""]/text()' data=' This page was last edited on 27 Janu...'>, <Selector query='//li[@id=""footer-info-lastmod""]/text()' data='.'>]",,https://en.wikipedia.org/wiki/List_of_General_Motors_factories
"[<Selector query='//li[@id=""footer-info-lastmod""]/text()' data=' This page was last edited on 29 Octo...'>, <Selector query='//li[@id=""footer-info-lastmod""]/text()' data='.'>]",,https://en.wikipedia.org/wiki/Vero_(app)
"[<Selector query='//li[@id=""footer-info-lastmod""]/text()' data=' This page was last edited on 14 Febr...'>, <Selector query='//li[@id=""footer-info-lastmod""]/text()' data='.'>]",,https://en.wikipedia.org/wiki/Drugs_for_Neglected_Diseases_Initiative
"[<Selector query='//li[@id=""footer-info-lastmod""]/text()' data=' This page was last edited on 21 Janu...'>, <Selector query='//li[@id=""footer-info-lastmod""]/text()' data='.'>]",[<Selector query='//h1/i/text()' data='The Morals of Chess'>],https://en.wikipedia.org/wiki/The_Morals_of_Chess
"[<Selector query='//li[@id=""footer-info-lastmod""]/text()' data=' This page was last edited on 6 Febru...'>, <Selector query='//li[@id=""footer-info-lastmod""]/text()' data='.'>]",,https://en.wikipedia.org/wiki/Untappd
"[<Selector query='//li[@id=""footer-info-lastmod""]/text()' data=' This page was last edited on 8 July ...'>, <Selector query='//li[@id=""footer-info-lastmod""]/text()' data='.'>]",,https://en.wikipedia.org/wiki/Fart_Proudly
"[<Selector query='//li[@id=""footer-info-lastmod""]/text()' data=' This page was last edited on 28 Janu...'>, <Selector query='//li[@id=""footer-info-lastmod""]/text()' data='.'>]",,https://en.wikipedia.org/wiki/Ellen_MacArthur
"[<Selector query='//li[@id=""footer-info-lastmod""]/text()' data=' This page was last edited on 15 Octo...'>, <Selector query='//li[@id=""footer-info-lastmod""]/text()' data='.'>]",,https://en.wikipedia.org/wiki/Tuenti
"[<Selector query='//li[@id=""footer-info-lastmod""]/text()' data=' This page was last edited on 15 Febr...'>, <Selector query='//li[@id=""footer-info-lastmod""]/text()' data='.'>]",,https://en.wikipedia.org/wiki/List_of_Ford_factories
"[<Selector query='//li[@id=""footer-info-lastmod""]/text()' data=' This page was last edited on 23 Janu...'>, <Selector query='//li[@id=""footer-info-lastmod""]/text()' data='.'>]",,https://en.wikipedia.org/wiki/TV_Time
"[<Selector query='//li[@id=""footer-info-lastmod""]/text()' data=' This page was last edited on 31 Dece...'>, <Selector query='//li[@id=""footer-info-lastmod""]/text()' data='.'>]",,https://en.wikipedia.org/wiki/Camfed
"[<Selector query='//li[@id=""footer-info-lastmod""]/text()' data=' This page was last edited on 27 Janu...'>, <Selector query='//li[@id=""footer-info-lastmod""]/text()' data='.'>]", (film),https://en.wikipedia.org/wiki/F.I.S.T._(film)
"[<Selector query='//li[@id=""footer-info-lastmod""]/text()' data=' This page was last edited on 31 Janu...'>, <Selector query='//li[@id=""footer-info-lastmod""]/text()' data='.'>]",,https://en.wikipedia.org/wiki/Gannon_University
"[<Selector query='//li[@id=""footer-info-lastmod""]/text()' data=' This page was last edited on 13 Janu...'>, <Selector query='//li[@id=""footer-info-lastmod""]/text()' data='.'>]",,https://en.wikipedia.org/wiki/State_of_Mexico
"[<Selector query='//li[@id=""footer-info-lastmod""]/text()' data=' This page was last edited on 1 Febru...'>, <Selector query='//li[@id=""footer-info-lastmod""]/text()' data='.'>]",,https://en.wikipedia.org/wiki/Race_(human_categorization)
"[<Selector query='//li[@id=""footer-info-lastmod""]/text()' data=' This page was last edited on 18 Octo...'>, <Selector query='//li[@id=""footer-info-lastmod""]/text()' data='.'>]",,https://en.wikipedia.org/wiki/Pacheco_Stamping_and_Assembly
"[<Selector query='//li[@id=""footer-info-lastmod""]/text()' data=' This page was last edited on 22 Dece...'>, <Selector query='//li[@id=""footer-info-lastmod""]/text()' data='.'>]",,https://en.wikipedia.org/wiki/Eastern_University_(United_States)
"[<Selector query='//li[@id=""footer-info-lastmod""]/text()' data=' This page was last edited on 13 Febr...'>, <Selector query='//li[@id=""footer-info-lastmod""]/text()' data='.'>]",,https://en.wikipedia.org/wiki/Duquesne_University
"[<Selector query='//li[@id=""footer-info-lastmod""]/text()' data=' This page was last edited on 4 Augus...'>, <Selector query='//li[@id=""footer-info-lastmod""]/text()' data='.'>]",,https://en.wikipedia.org/wiki/Armel_Le_Cl%C3%A9ac%27h
"[<Selector query='//li[@id=""footer-info-lastmod""]/text()' data=' This page was last edited on 11 June...'>, <Selector query='//li[@id=""footer-info-lastmod""]/text()' data='.'>]",,https://en.wikipedia.org/wiki/Rachel_Atherton
"[<Selector query='//li[@id=""footer-info-lastmod""]/text()' data=' This page was last edited on 14 Janu...'>, <Selector query='//li[@id=""footer-info-lastmod""]/text()' data='.'>]",,https://en.wikipedia.org/wiki/Ford_F-Series_(medium_duty_truck)
"[<Selector query='//li[@id=""footer-info-lastmod""]/text()' data=' This page was last edited on 18 Janu...'>, <Selector query='//li[@id=""footer-info-lastmod""]/text()' data='.'>]",,https://en.wikipedia.org/wiki/Chinese_government_response_to_COVID-19
"[<Selector query='//li[@id=""footer-info-lastmod""]/text()' data=' This page was last edited on 12 Janu...'>, <Selector query='//li[@id=""footer-info-lastmod""]/text()' data='.'>]","[<Selector query='//h1/i/text()' data=""High-Ballin'"">]",https://en.wikipedia.org/wiki/High-Ballin%27
"[<Selector query='//li[@id=""footer-info-lastmod""]/text()' data=' This page was last edited on 17 Janu...'>, <Selector query='//li[@id=""footer-info-lastmod""]/text()' data='.'>]", (1971 film),https://en.wikipedia.org/wiki/Duel_(1971_film)
"[<Selector query='//li[@id=""footer-info-lastmod""]/text()' data=' This page was last edited on 14 Febr...'>, <Selector query='//li[@id=""footer-info-lastmod""]/text()' data='.'>]",,https://en.wikipedia.org/wiki/Montgomery_County_Community_College
"[<Selector query='//li[@id=""footer-info-lastmod""]/text()' data=' This page was last edited on 1 Febru...'>, <Selector query='//li[@id=""footer-info-lastmod""]/text()' data='.'>]",,https://en.wikipedia.org/wiki/Toluca
"[<Selector query='//li[@id=""footer-info-lastmod""]/text()' data=' This page was last edited on 4 Janua...'>, <Selector query='//li[@id=""footer-info-lastmod""]/text()' data='.'>]",,https://en.wikipedia.org/wiki/Jan_Frodeno
"[<Selector query='//li[@id=""footer-info-lastmod""]/text()' data=' This page was last edited on 8 Novem...'>, <Selector query='//li[@id=""footer-info-lastmod""]/text()' data='.'>]",,https://en.wikipedia.org/wiki/Blue_Oval_City
"[<Selector query='//li[@id=""footer-info-lastmod""]/text()' data=' This page was last edited on 31 Janu...'>, <Selector query='//li[@id=""footer-info-lastmod""]/text()' data='.'>]",,https://en.wikipedia.org/wiki/Ford_Econoline
"[<Selector query='//li[@id=""footer-info-lastmod""]/text()' data=' This page was last edited on 12 Febr...'>, <Selector query='//li[@id=""footer-info-lastmod""]/text()' data='.'>]",,https://en.wikipedia.org/wiki/State_of_Palestine
"[<Selector query='//li[@id=""footer-info-lastmod""]/text()' data=' This page was last edited on 10 Febr...'>, <Selector query='//li[@id=""footer-info-lastmod""]/text()' data='.'>]",,https://en.wikipedia.org/wiki/Johann_Wolfgang_von_Goethe
"[<Selector query='//li[@id=""footer-info-lastmod""]/text()' data=' This page was last edited on 14 Febr...'>, <Selector query='//li[@id=""footer-info-lastmod""]/text()' data='.'>]",,https://en.wikipedia.org/wiki/Brothers_Grimm
"[<Selector query='//li[@id=""footer-info-lastmod""]/text()' data=' This page was last edited on 7 Febru...'>, <Selector query='//li[@id=""footer-info-lastmod""]/text()' data='.'>]",,https://en.wikipedia.org/wiki/Incentive
"[<Selector query='//li[@id=""footer-info-lastmod""]/text()' data=' This page was last edited on 6 Febru...'>, <Selector query='//li[@id=""footer-info-lastmod""]/text()' data='.'>]",,https://en.wikipedia.org/wiki/Ap%C4%8Dak
"[<Selector query='//li[@id=""footer-info-lastmod""]/text()' data=' This page was last edited on 13 Febr...'>, <Selector query='//li[@id=""footer-info-lastmod""]/text()' data='.'>]",,https://en.wikipedia.org/wiki/IMDb
"[<Selector query='//li[@id=""footer-info-lastmod""]/text()' data=' This page was last edited on 12 Febr...'>, <Selector query='//li[@id=""footer-info-lastmod""]/text()' data='.'>]",,https://en.wikipedia.org/wiki/Novi_Sad
"[<Selector query='//li[@id=""footer-info-lastmod""]/text()' data=' This page was last edited on 6 Novem...'>, <Selector query='//li[@id=""footer-info-lastmod""]/text()' data='.'>]",,https://en.wikipedia.org/wiki/Ford_Union
"[<Selector query='//li[@id=""footer-info-lastmod""]/text()' data=' This page was last edited on 23 Sept...'>, <Selector query='//li[@id=""footer-info-lastmod""]/text()' data='.'>]",,https://en.wikipedia.org/wiki/Sandouville
"[<Selector query='//li[@id=""footer-info-lastmod""]/text()' data=' This page was last edited on 28 Dece...'>, <Selector query='//li[@id=""footer-info-lastmod""]/text()' data='.'>]",,https://en.wikipedia.org/wiki/Sandouville_Renault_Factory
"[<Selector query='//li[@id=""footer-info-lastmod""]/text()' data=' This page was last edited on 23 Janu...'>, <Selector query='//li[@id=""footer-info-lastmod""]/text()' data='.'>]",,https://en.wikipedia.org/wiki/Friedrich_de_la_Motte_Fouqu%C3%A9
"[<Selector query='//li[@id=""footer-info-lastmod""]/text()' data=' This page was last edited on 6 Novem...'>, <Selector query='//li[@id=""footer-info-lastmod""]/text()' data='.'>]",,https://en.wikipedia.org/wiki/Ford_B-Series
"[<Selector query='//li[@id=""footer-info-lastmod""]/text()' data=' This page was last edited on 10 Dece...'>, <Selector query='//li[@id=""footer-info-lastmod""]/text()' data='.'>]",,https://en.wikipedia.org/wiki/Ford_F-250_Super_Chief
"[<Selector query='//li[@id=""footer-info-lastmod""]/text()' data=' This page was last edited on 21 Octo...'>, <Selector query='//li[@id=""footer-info-lastmod""]/text()' data='.'>]",,https://en.wikipedia.org/wiki/Xi_Jinping_Administration
"[<Selector query='//li[@id=""footer-info-lastmod""]/text()' data=' This page was last edited on 6 Febru...'>, <Selector query='//li[@id=""footer-info-lastmod""]/text()' data='.'>]",,https://en.wikipedia.org/wiki/Spanish_Conquest_of_the_Aztec_Empire
"[<Selector query='//li[@id=""footer-info-lastmod""]/text()' data=' This page was last edited on 14 Febr...'>, <Selector query='//li[@id=""footer-info-lastmod""]/text()' data='.'>]",,https://en.wikipedia.org/wiki/Slave_trade
"[<Selector query='//li[@id=""footer-info-lastmod""]/text()' data=' This page was last edited on 11 Febr...'>, <Selector query='//li[@id=""footer-info-lastmod""]/text()' data='.'>]",,https://en.wikipedia.org/wiki/Robert_Hooke
"[<Selector query='//li[@id=""footer-info-lastmod""]/text()' data=' This page was last edited on 9 Febru...'>, <Selector query='//li[@id=""footer-info-lastmod""]/text()' data='.'>]",,https://en.wikipedia.org/wiki/COVID-19_pandemic_in_Singapore
"[<Selector query='//li[@id=""footer-info-lastmod""]/text()' data=' This page was last edited on 2 Febru...'>, <Selector query='//li[@id=""footer-info-lastmod""]/text()' data='.'>]",,https://en.wikipedia.org/wiki/Samuel_Johnson
"[<Selector query='//li[@id=""footer-info-lastmod""]/text()' data=' This page was last edited on 5 Febru...'>, <Selector query='//li[@id=""footer-info-lastmod""]/text()' data='.'>]",,https://en.wikipedia.org/wiki/Foreign_relations_of_Somaliland
"[<Selector query='//li[@id=""footer-info-lastmod""]/text()' data=' This page was last edited on 15 Octo...'>, <Selector query='//li[@id=""footer-info-lastmod""]/text()' data='.'>]",,https://en.wikipedia.org/wiki/Timeline_of_the_COVID-19_pandemic_in_Singapore_(2020)
"[<Selector query='//li[@id=""footer-info-lastmod""]/text()' data=' This page was last edited on 26 Nove...'>, <Selector query='//li[@id=""footer-info-lastmod""]/text()' data='.'>]",,https://en.wikipedia.org/wiki/Battle_of_Santiago_de_Cuba
"[<Selector query='//li[@id=""footer-info-lastmod""]/text()' data=' This page was last edited on 8 Febru...'>, <Selector query='//li[@id=""footer-info-lastmod""]/text()' data='.'>]",[<Selector query='//h1/i/text()' data='Manusmriti'>],https://en.wikipedia.org/wiki/Manu_Smriti
"[<Selector query='//li[@id=""footer-info-lastmod""]/text()' data=' This page was last edited on 21 Nove...'>, <Selector query='//li[@id=""footer-info-lastmod""]/text()' data='.'>]",,"https://en.wikipedia.org/wiki/Ada,_Serbia"
"[<Selector query='//li[@id=""footer-info-lastmod""]/text()' data=' This page was last edited on 13 Febr...'>, <Selector query='//li[@id=""footer-info-lastmod""]/text()' data='.'>]",,https://en.wikipedia.org/wiki/History_of_the_Philippines_(1521%E2%80%931898)
"[<Selector query='//li[@id=""footer-info-lastmod""]/text()' data=' This page was last edited on 7 Febru...'>, <Selector query='//li[@id=""footer-info-lastmod""]/text()' data='.'>]",,https://en.wikipedia.org/wiki/Vr%C5%A1ac
"[<Selector query='//li[@id=""footer-info-lastmod""]/text()' data=' This page was last edited on 21 Sept...'>, <Selector query='//li[@id=""footer-info-lastmod""]/text()' data='.'>]",,https://en.wikipedia.org/wiki/James_Harrington_(author)
"[<Selector query='//li[@id=""footer-info-lastmod""]/text()' data=' This page was last edited on 18 Sept...'>, <Selector query='//li[@id=""footer-info-lastmod""]/text()' data='.'>]",,https://en.wikipedia.org/wiki/Dasa
"[<Selector query='//li[@id=""footer-info-lastmod""]/text()' data=' This page was last edited on 15 Janu...'>, <Selector query='//li[@id=""footer-info-lastmod""]/text()' data='.'>]",,https://en.wikipedia.org/wiki/Sremska_Mitrovica
"[<Selector query='//li[@id=""footer-info-lastmod""]/text()' data=' This page was last edited on 13 Febr...'>, <Selector query='//li[@id=""footer-info-lastmod""]/text()' data='.'>]",,https://en.wikipedia.org/wiki/Puerto_Rican_Campaign
"[<Selector query='//li[@id=""footer-info-lastmod""]/text()' data=' This page was last edited on 10 Febr...'>, <Selector query='//li[@id=""footer-info-lastmod""]/text()' data='.'>]",,https://en.wikipedia.org/wiki/COVID-19_pandemic_in_Myanmar
"[<Selector query='//li[@id=""footer-info-lastmod""]/text()' data=' This page was last edited on 24 Janu...'>, <Selector query='//li[@id=""footer-info-lastmod""]/text()' data='.'>]",,https://en.wikipedia.org/wiki/Battle_of_Ayacucho
"[<Selector query='//li[@id=""footer-info-lastmod""]/text()' data=' This page was last edited on 6 Febru...'>, <Selector query='//li[@id=""footer-info-lastmod""]/text()' data='.'>]",,https://en.wikipedia.org/wiki/City_municipality_of_Vranje
"[<Selector query='//li[@id=""footer-info-lastmod""]/text()' data=' This page was last edited on 12 Febr...'>, <Selector query='//li[@id=""footer-info-lastmod""]/text()' data='.'>]",,https://en.wikipedia.org/wiki/William_F._Buckley_Jr.
"[<Selector query='//li[@id=""footer-info-lastmod""]/text()' data=' This page was last edited on 27 July...'>, <Selector query='//li[@id=""footer-info-lastmod""]/text()' data='.'>]",,https://en.wikipedia.org/wiki/Jacques_Bainville
"[<Selector query='//li[@id=""footer-info-lastmod""]/text()' data=' This page was last edited on 11 Febr...'>, <Selector query='//li[@id=""footer-info-lastmod""]/text()' data='.'>]",[<Selector query='//h1/i/text()' data='Book of Negroes'>],https://en.wikipedia.org/wiki/Book_of_Negroes
"[<Selector query='//li[@id=""footer-info-lastmod""]/text()' data=' This page was last edited on 2 Octob...'>, <Selector query='//li[@id=""footer-info-lastmod""]/text()' data='.'>]",[<Selector query='//h1/i/text()' data='Cotton Plantation Record and Account ...'>],https://en.wikipedia.org/wiki/Cotton_Plantation_Record_and_Account_Book
"[<Selector query='//li[@id=""footer-info-lastmod""]/text()' data=' This page was last edited on 28 Janu...'>, <Selector query='//li[@id=""footer-info-lastmod""]/text()' data='.'>]",[<Selector query='//h1/i/text()' data='Slave-Trading in the Old South'>],https://en.wikipedia.org/wiki/Slave-Trading_in_the_Old_South
"[<Selector query='//li[@id=""footer-info-lastmod""]/text()' data=' This page was last edited on 25 Janu...'>, <Selector query='//li[@id=""footer-info-lastmod""]/text()' data='.'>]",,https://en.wikipedia.org/wiki/Sarah_Johnson_(Mount_Vernon)
"[<Selector query='//li[@id=""footer-info-lastmod""]/text()' data=' This page was last edited on 16 Janu...'>, <Selector query='//li[@id=""footer-info-lastmod""]/text()' data='.'>]",,https://en.wikipedia.org/wiki/List_of_last_surviving_American_enslaved_people
